SiteName,SiteID,PrimaryUse,Borough,AreaHa,Easting,Northing,Qualifier,Access,DataSource,DataVersion,ReleaseDate,Copyright
New River Sport Centre,OS_Hg_0123,Playing fields,Haringey,11.1293,531611,191342,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Cheney Row Open Space,OS_WF_0334,Amenity green space,Waltham Forest,3.0594,536642,191079,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Wild Marsh West (Tottenham Marshes),OS_Hg_0105,Park,Haringey,19.6396,535381,191088,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Ashbourne Road Verge,OS_Hv_0545,Amenity green space,Havering,0.136,553467,192721,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Galleywood Crescent Open Space,OS_Hv_0170,Other recreational,Havering,0.286,550952,191561,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hylands Park,OS_Hv_0248,Park,Havering,6.8106,552587,188088,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Havering Country Park,OS_Hv_0224,Country park,Havering,67.7575,550437,192746,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Fairlop Plain Playing Field,OS_Re_0081,Playing fields,Redbridge,20.2268,546315,191521,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Reed's Forest,OS_Re_0060,Public woodland,Redbridge,8.425,540382,193412,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Highams Park (Epping Forest),OS_WF_0090,Park,Waltham Forest,16.7383,539274,192328,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Pankhurst Green,OS_Re_0127,Amenity green space,Redbridge,0.1677,540876,191781,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lower Green,OS_Re_0108,Amenity green space,Redbridge,0.4328,542301,191643,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Berwick Ponds Angling Lake,OS_Hv_0623,Other recreational,Havering,6.9854,553975,183533,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Brook Meadow Open Space,OS_BD_0029,Amenity green space,Barking and Dagenham,0.4279,546309,184176,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Northern Drain,OS_BD_0139,River,Barking and Dagenham,2.3127,546345,183343,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Bretons Farm Outdoor Recreation Centre,OS_Hv_0037,Playing fields,Havering,64.6992,551506,184796,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Goresbrook,OS_BD_0077,River,Barking and Dagenham,7.6668,548220,182820,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
St Mary's Cray Cemetery,OS_By_0822,Cemetery/churchyard,Bromley,2.7236,547827,168275,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chingford Meadows Lane,OS_Le_0357,Walking/cycling route,Lewisham,0.2666,541543,171453,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chislehurst Recreation Ground,OS_By_0156,Recreation ground,Bromley,3.1659,543450,170793,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Covet Wood,OS_By_0193,Public woodland,Bromley,6.4748,545748,167274,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Open space at St. Leonards Rise,OS_By_0636,Park,Bromley,0.3896,545211,164563,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tarnwood Park - The Tarn,OS_Gr_0559,Park,Greenwich,1.9106,542755,173280,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mile End Park Stadium,OS_TH_0164,Other recreational,Tower Hamlets,2.5958,536526,181832,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Havering Thames Riverside,OS_Hv_0717,Walking/cycling route,Havering,2.5291,551862,179359,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Deptford War Memorial Gardens,OS_Le_0166,Formal garden,Lewisham,0.5126,537038,176380,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Crayford Saltings,OS_Bx_0060,River,Bexley,12.1407,553139,177966,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lovelace Green,OS_Gr_0220,Amenity green space,Greenwich,0.5282,542680,175696,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Sheldrake Close,OS_Ne_0209,Amenity green space,Newham,0.2341,542725,180060,Centroid,De facto,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Watermen's Square,OS_By_0986,Formal garden,Bromley,0.2768,535422,170390,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Hoblingwell Wood,OS_By_0422,Nature reserve,Bromley,12.5459,545676,169216,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Chesterfield Walk,OS_Gr_0084,Amenity green space,Greenwich,2.2605,538852,176782,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Grange Crescent,OS_Bx_0104,Park,Bexley,0.7673,547295,180919,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Horn Park Allotments,OS_Gr_0516,Allotments,Greenwich,0.8982,540911,173573,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Jackwood Formal Gardens,OS_Gr_0439,Park,Greenwich,0.8188,543577,176262,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Blackheath,OS_MB_0025,Common,Greenwich; Lewisham,82.6519,539377,176599,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Tideslea Path,OS_Gr_0626,Amenity green space,Greenwich,0.3882,544883,180155,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Mycenae Gardens,OS_Gr_0260,Formal garden,Greenwich,1.5872,540110,177629,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Cossall Park,OS_So_0078,Park,Southwark,1.1209,534654,176585,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Paterson Park,OS_So_0244,Park,Southwark,0.4626,534183,178462,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Brimmington Park,OS_So_0210,Park,Southwark,1.8048,535083,177227,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
Lynsted Gardens,OS_Gr_0617,Amenity green space,Greenwich,0.1216,541882,175499,Centroid,Free,Data source: various,15,Oct-24,Created by Greenspace Information for Greater London CIC (GiGL) – Contains public sector information licensed under the Open Government Licence v3.0
